artifact_type,candidate_canonical_id,candidate_domain,conflict_status,epistemic_class,migration_action,notes,source_blob_sha,source_branch,source_commit,source_filename,source_mode,source_path,source_repo,source_size,target_path,target_repo,validation_status
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/06-parcerias/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/06-parcerias/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/07-decisoes/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/07-decisoes/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/08-evidencias/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/08-evidencias/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"source_artifact","GAP","D01","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","42b89c6fd8cb760d141487a97b601f499ae86530","main","48db71b13e8108479bcf1961a812c1785140a44f","10-business.md","100644","10-business/10-business.md","Sas-Executar/Maestr-Docs","271","00_input/maestro-migration/01_original/10-business/10-business.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/01-product/01-prd/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/01-product/01-prd/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/01-product/02-requisitos/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/01-product/02-requisitos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/01-product/03-roadmap/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/01-product/03-roadmap/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/02-research/01-benchmark/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/02-research/01-benchmark/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/02-research/02-neurodivergencia/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/02-research/02-neurodivergencia/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/02-research/03-metodologias/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/02-research/03-metodologias/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/02-research/04-protocolos/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/02-research/04-protocolos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/02-research/05-knowledge-base/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/02-research/05-knowledge-base/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/03-design/01-design-system/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/03-design/01-design-system/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/03-design/02-ux-ui/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/03-design/02-ux-ui/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/03-design/03-accessibility/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/03-design/03-accessibility/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/04-frontend/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/04-frontend/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/05-backend/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/05-backend/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/06-mcp/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/06-mcp/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/07-agents/01-agents-sdk/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/07-agents/01-agents-sdk/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/08-skills/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/08-skills/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/09-integrations/01-whatsapp/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/09-integrations/01-whatsapp/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/09-integrations/02-ios/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/09-integrations/02-ios/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/09-integrations/03-android/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/09-integrations/03-android/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/09-integrations/04-qr-code/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/09-integrations/04-qr-code/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/10-emitter/01-placeholders/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/10-emitter/01-placeholders/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/10-emitter/02-templates/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/10-emitter/02-templates/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/10-emitter/03-rendering-system/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/10-emitter/03-rendering-system/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/11-qa/01-testes-finais/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/11-qa/01-testes-finais/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/11-qa/02-refinamento-codigo/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/11-qa/02-refinamento-codigo/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/11-qa/03-protocolos/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/11-qa/03-protocolos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/11-qa/04-fluxos-tela/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/11-qa/04-fluxos-tela/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/11-qa/05-regras-transversais/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/11-qa/05-regras-transversais/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/12-release/01-beta-users/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/12-release/01-beta-users/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/12-release/02-platform-submission/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/12-release/02-platform-submission/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/12-release/03-registros/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/12-release/03-registros/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/10-executar-app/90-evidence/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/10-executar-app/90-evidence/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/20-produtos-fisicos/01-neurokit-agenda/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/20-produtos-fisicos/01-neurokit-agenda/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/20-produtos-fisicos/02-sprint-book/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/20-produtos-fisicos/02-sprint-book/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/20-produtos-fisicos/03-etiquetas/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/20-produtos-fisicos/03-etiquetas/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/20-produtos-fisicos/04-tdha-store/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/20-produtos-fisicos/04-tdha-store/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/20-produtos-fisicos/05-afiliados/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/20-produtos-fisicos/05-afiliados/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/20-produtos-fisicos/06-marketplace/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/20-produtos-fisicos/06-marketplace/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"source_artifact","GAP","GAP","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","1cfc74a2b175214ad309516f76247f33e1407f2f","main","48db71b13e8108479bcf1961a812c1785140a44f","20-produtos.md","100644","20-produtos/20-produtos.md","Sas-Executar/Maestr-Docs","280","00_input/maestro-migration/01_original/20-produtos/20-produtos.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/30-infoprodutos/01-gerenciando-tdha-adulto/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/30-infoprodutos/01-gerenciando-tdha-adulto/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/30-infoprodutos/02-work-os-neurodivergente/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/30-infoprodutos/02-work-os-neurodivergente/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/30-infoprodutos/03-tdha-risk-management/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/30-infoprodutos/03-tdha-risk-management/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/30-infoprodutos/04-vencendo-tdha-adulto-kids/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/30-infoprodutos/04-vencendo-tdha-adulto-kids/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","20-produtos/30-infoprodutos/05-vencendo-tdha-adulto-tutorial/.gitkeep","Sas-Executar/Maestr-Docs","0","20-produtos/30-infoprodutos/05-vencendo-tdha-adulto-tutorial/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D16","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","30-editorial-marketing/01-blog/01-pautas/.gitkeep","Sas-Executar/Maestr-Docs","0","30-editorial-marketing/01-blog/01-pautas/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D16","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","30-editorial-marketing/01-blog/02-artigos/.gitkeep","Sas-Executar/Maestr-Docs","0","30-editorial-marketing/01-blog/02-artigos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
